Rk;Player;Nation;Pos;Squad;Age;Born;90s;Touches-Touches;Touches-Def Pen;Touches-Def 3rd;Touches-Mid 3rd;Touches-Att 3rd;Touches-Att Pen;Touches-Live;Dribbles-Succ;Dribbles-Att;Dribbles-Succ%;Dribbles-#Pl;Dribbles-Megs;Carries-Carries;Carries-TotDist;Carries-PrgDist;Carries-Prog;Carries-1/3;Carries-CPA;Carries-Mis;Carries-Dis;Receiving-Targ;Receiving-Rec;Receiving-Rec%;Receiving-Prog;Matches;
80;Rayan Cherki\Rayan-Cherki;fr FRA;FW;Lyon;18-011;2003;0.7;48;0;2;25;22;1;38;0;3;0.0;0;1;30;147;62;6;0;1;0;2;41;33;80.5;6;Matches
81;Pedro Chirivella\Pedro-Chirivella;es ESP;MF;Nantes;24-097;1997;3.0;149;3;24;101;30;0;147;1;1;100.0;1;0;90;323;159;6;2;0;0;1;104;99;95.2;4;Matches
82;Joris Chotard\Joris-Chotard;fr FRA;MF;Montpellier;19-338;2001;1.9;84;6;30;50;6;1;83;1;1;100.0;1;0;45;169;75;4;0;0;0;0;49;46;93.9;0;Matches
83;Jonathan Clauss\Jonathan-Clauss;fr FRA;DF;Lens;28-337;1992;3.0;175;5;32;79;80;2;129;2;4;50.0;3;0;74;476;275;14;9;0;2;1;100;86;86.0;9;Matches
84;Marcus Coco\Marcus-Coco;fr FRA;FWMF;Nantes;25-065;1996;2.1;81;2;15;37;36;3;79;1;3;33.3;1;0;56;294;151;10;5;0;7;3;98;59;60.2;9;Matches
85;Sébastien Corchia\Sebastien-Corchia;fr FRA;DFFW;Nantes;30-300;1990;1.7;77;7;21;33;27;2;62;0;0;;0;0;41;238;141;9;1;2;3;1;38;34;89.5;3;Matches
86;Maxwel Cornet\Maxwel-Cornet;ci CIV;DFMF;Lyon;24-335;1996;0.7;45;2;13;22;15;0;42;1;2;50.0;1;0;33;167;83;2;2;0;0;0;33;31;93.9;0;Matches
87;David Pereira da Costa\David-Pereira-da-Costa;pt POR;MF;Lens;20-235;2001;0.1;12;0;0;12;0;0;12;0;0;;0;0;9;32;17;1;0;0;0;0;16;10;62.5;1;Matches
88;Benoît Costil\Benoit-Costil;fr FRA;GK;Bordeaux;34-056;1987;3.0;85;78;84;1;0;0;64;0;0;;0;0;44;216;115;0;0;0;0;0;42;42;100.0;0;Matches
89;Nicolas Cozza\Nicolas-Cozza;fr FRA;DF;Montpellier;22-232;1999;2.8;137;11;43;72;35;6;121;3;4;75.0;3;0;80;538;329;19;5;0;1;0;86;79;91.9;4;Matches
90;Lucas Da Cunha\Lucas-Da-Cunha;fr FRA;MF;Nice;20-080;2001;0.7;31;0;4;12;17;3;31;0;1;0.0;0;0;17;125;64;5;1;1;2;1;27;19;70.4;1;Matches
91;Damien Da Silva\Damien-Da-Silva;fr FRA;DF;Lyon;33-103;1988;1.8;171;21;92;90;2;1;169;0;0;;0;0;130;737;413;9;0;0;0;0;132;131;99.2;0;Matches
92;Kevin Danso\Kevin-Danso;at AUT;DF;Lens;22-343;1998;1.1;38;9;22;15;2;1;35;0;0;;0;0;11;104;34;2;0;0;0;0;9;8;88.9;0;Matches
93;Dante\Dante;br BRA;DF;Nice;37-314;1983;2.0;186;23;88;110;2;1;183;0;0;;0;0;132;724;369;7;0;0;0;0;147;147;100.0;0;Matches
94;Jonathan David\Jonathan-David;ca CAN;FW;Lille;21-226;2000;2.1;71;1;10;32;34;14;68;3;3;100.0;3;0;46;155;79;4;1;1;7;6;85;53;62.4;22;Matches
95;Konrad De La Fuente\Konrad-De-La-Fuente;us USA;FWDF;Marseille;20-043;2001;2.0;83;2;9;28;57;16;81;6;9;66.7;7;1;70;441;343;22;6;5;3;8;72;63;87.5;13;Matches
96;Kamal Deen Sulemana\Kamal-Deen-Sulemana;gh GHA;FW;Rennes;19-194;2002;2.1;80;0;3;43;43;11;80;6;10;60.0;6;0;77;501;316;16;4;5;7;3;91;65;71.4;8;Matches
97;Romain Del Castillo\Romain-Del-Castillo;fr FRA;FW;Rennes;25-152;1996;0.1;9;0;0;7;2;0;8;0;1;0.0;0;0;5;36;31;3;0;0;0;0;7;5;71.4;0;Matches
98;Thomas Delaine\Thomas-Delaine;fr FRA;DFFW;Metz;29-157;1992;2.1;117;5;23;55;44;6;94;0;7;0.0;1;0;73;333;233;13;2;3;4;2;91;75;82.4;6;Matches
