"id";"name";"nation";"position";"team";"age";"born";"MP";"Starts";"Min";"Gls";"Ast";"PK";"PKatt";"CrdY";"CrdR";"Gls_per_match";"Ast_per_match";"G_A_per_match";"G_PK_per_match";"G_A_PK_per_match";"xG";"npxG";"xA";"xG_per_match";"xA_per_match";"xG_xA";"npxG_per_match";"npxG_xA";"Matches"
348;Marco Richter\Marco-Richter;de GER;MFFW;Augsburg;21;1997;21;18;1559;4;3;0;0;2;0;0.23;0.17;0.40;0.23;0.40;4.3;4.3;1.8;0.25;0.10;0.35;0.25;0.35;Matches
349;Marcel Risse\Marcel-Risse;de GER;MFFW;Köln;29;1989;6;0;127;0;2;0;0;1;0;0.00;1.42;1.42;0.00;1.42;0.1;0.1;0.5;0.08;0.34;0.42;0.08;0.42;Matches
350;Marlon Ritter\Marlon-Ritter;de GER;MFFW;Paderborn 07;24;1994;4;0;72;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.0;0.29;0.02;0.31;0.29;0.31;Matches
351;Sebastian Rode\Sebastian-Rode;de GER;MF;Eint Frankfurt;28;1990;19;15;1152;2;0;0;0;2;0;0.16;0.00;0.16;0.16;0.16;0.7;0.7;0.4;0.06;0.03;0.09;0.06;0.09;Matches
352;Jérôme Roussillon\Jerome-Roussillon;fr FRA;DF;Wolfsburg;26;1993;20;20;1761;1;1;0;0;1;0;0.05;0.05;0.10;0.05;0.10;0.8;0.8;1.8;0.04;0.09;0.13;0.04;0.13;Matches
353;Sebastian Rudy\Sebastian-Rudy;de GER;MFDF;Hoffenheim;29;1990;23;23;2017;1;3;0;0;8;0;0.04;0.13;0.18;0.04;0.18;1.0;1.0;2.7;0.04;0.12;0.16;0.04;0.16;Matches
354;Lukas Rupp\Lukas-Rupp;de GER;MFFW;Hoffenheim;28;1991;7;4;341;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.3;0.3;0.1;0.07;0.01;0.08;0.07;0.08;Matches
355;Julian Ryerson\Julian-Ryerson;no NOR;DF;Union Berlin;21;1997;10;2;231;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.5;0.5;0.1;0.21;0.03;0.24;0.21;0.24;Matches
356;Frederik Rønnow\Frederik-Ronnow;dk DEN;GK;Eint Frankfurt;26;1992;8;8;720;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
357;João Victor Santos Sá\Joao-Victor-Santos-Sa;br BRA;FWMF;Wolfsburg;25;1994;22;13;1151;1;1;0;0;2;0;0.08;0.08;0.16;0.08;0.16;3.1;3.1;0.6;0.24;0.05;0.29;0.24;0.29;Matches
358;Abdelhamid Sabiri\Abdelhamid-Sabiri;de GER;MF;Paderborn 07;22;1996;16;7;781;3;1;1;1;4;0;0.35;0.12;0.46;0.23;0.35;2.4;1.6;0.4;0.27;0.05;0.32;0.19;0.23;Matches
359;Marcel Sabitzer\Marcel-Sabitzer;at AUT;MFFW;RB Leipzig;25;1994;24;23;1957;8;5;0;0;3;0;0.37;0.23;0.60;0.37;0.60;5.8;5.8;3.6;0.27;0.17;0.43;0.27;0.43;Matches
360;Nuri Şahin\Nuri-Sahin;tr TUR;MF;Werder Bremen;30;1988;16;16;1257;0;3;0;0;5;1;0.00;0.21;0.21;0.00;0.21;0.3;0.3;2.9;0.02;0.21;0.23;0.02;0.23;Matches
361;Roland Sallai\Roland-Sallai;hu HUN;FWMF;Freiburg;22;1997;11;5;522;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.9;0.9;0.7;0.16;0.12;0.28;0.16;0.28;Matches
362;Diadie Samassékou\Diadie-Samassekou;ml MLI;MF;Hoffenheim;23;1996;13;9;699;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.1;0.01;0.02;0.03;0.01;0.03;Matches
363;Renato Sanches\Renato-Sanches;pt POR;MF;Bayern Munich;21;1997;1;0;5;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
364;Jadon Sancho\Jadon-Sancho;eng ENG;FWMF;Dortmund;19;2000;22;21;1783;14;14;0;0;0;0;0.71;0.71;1.41;0.71;1.41;7.0;7.0;6.8;0.36;0.34;0.70;0.36;0.70;Matches
365;Salif Sané\Salif-Sane;sn SEN;DF;Schalke 04;28;1990;10;8;675;2;1;0;0;3;0;0.27;0.13;0.40;0.27;0.40;0.5;0.5;0.3;0.07;0.05;0.12;0.07;0.12;Matches
366;Marcelo Saracchi\Marcelo-Saracchi;uy URU;DF;RB Leipzig;21;1998;4;1;177;1;0;0;0;1;0;0.51;0.00;0.51;0.51;0.51;0.4;0.4;0.3;0.21;0.17;0.38;0.21;0.38;Matches
367;Josh Sargent\Josh-Sargent;us USA;FW;Werder Bremen;19;2000;17;8;761;2;2;0;0;0;0;0.24;0.24;0.47;0.24;0.47;2.2;2.2;0.3;0.26;0.04;0.30;0.26;0.30;Matches
368;Louis Schaub\Louis-Schaub;at AUT;MF;Köln;24;1994;9;7;627;1;1;0;0;0;0;0.14;0.14;0.29;0.14;0.29;0.6;0.6;1.3;0.09;0.18;0.27;0.09;0.27;Matches
369;Patrik Schick\Patrik-Schick;cz CZE;FW;RB Leipzig;23;1996;14;9;809;7;2;0;0;2;0;0.78;0.22;1.00;0.78;1.00;3.6;3.6;1.8;0.40;0.20;0.60;0.40;0.60;Matches
370;Julian Schieber\Julian-Schieber;de GER;FW;Augsburg;30;1989;2;0;41;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.09;0.00;0.09;0.09;0.09;Matches
371;Kingsley Schindler\Kingsley-Schindler;de GER;FWMF;Köln;26;1993;11;9;804;0;2;0;0;0;0;0.00;0.22;0.22;0.00;0.22;0.9;0.9;0.6;0.10;0.07;0.17;0.10;0.17;Matches
372;Xaver Schlager\Xaver-Schlager;at AUT;MF;Wolfsburg;21;1997;14;12;958;1;2;0;0;2;0;0.09;0.19;0.28;0.09;0.28;0.9;0.9;1.9;0.09;0.18;0.27;0.09;0.27;Matches
373;Keven Schlotterbeck\Keven-Schlotterbeck;de GER;DF;Union Berlin;22;1997;14;14;1131;0;0;0;0;4;1;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.0;0.02;0.00;0.02;0.02;0.02;Matches
374;Nico Schlotterbeck\Nico-Schlotterbeck;de GER;DF;Freiburg;19;1999;10;4;353;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.3;0.04;0.07;0.11;0.04;0.11;Matches
375;Marcel Schmelzer\Marcel-Schmelzer;de GER;FW;Dortmund;31;1988;2;0;3;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
376;Jonathan Schmid\Jonathan-Schmid;fr FRA;DF;Freiburg;29;1990;23;23;2063;4;1;0;0;1;0;0.17;0.04;0.22;0.17;0.22;2.6;2.6;2.4;0.11;0.10;0.22;0.11;0.22;Matches
377;Manuel Schmiedebach\Manuel-Schmiedebach;de GER;MF;Union Berlin;30;1988;3;2;148;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
378;Benno Schmitz\Benno-Schmitz;de GER;DF;Köln;24;1994;11;7;752;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.4;0.02;0.05;0.07;0.02;0.07;Matches
379;Sebastian Schonlau\Sebastian-Schonlau;de GER;DF;Paderborn 07;24;1994;19;19;1710;2;0;0;0;2;0;0.11;0.00;0.11;0.11;0.11;1.1;1.1;0.0;0.06;0.00;0.06;0.06;0.06;Matches
380;Alessandro Schöpf\Alessandro-Schopf;at AUT;MFFW;Schalke 04;25;1994;12;6;600;0;0;0;0;3;0;0.00;0.00;0.00;0.00;0.00;1.0;1.0;0.5;0.15;0.07;0.21;0.15;0.21;Matches
381;Markus Schubert\Markus-Schubert;de GER;GK;Schalke 04;21;1998;5;4;381;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
382;Nico Schulz\Nico-Schulz;de GER;DF;Dortmund;26;1993;8;7;563;1;0;0;0;0;0;0.16;0.00;0.16;0.16;0.16;0.4;0.4;0.2;0.06;0.03;0.09;0.06;0.09;Matches
383;Alexander Schwolow\Alexander-Schwolow;de GER;GK;Freiburg;27;1992;15;15;1282;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
384;Davie Selke\Davie-Selke;de GER;FW;Hertha BSC;24;1995;19;10;955;1;1;0;0;3;0;0.09;0.09;0.19;0.09;0.19;2.6;2.6;0.5;0.24;0.05;0.29;0.24;0.29;Matches
385;Davie Selke\Davie-Selke;de GER;FW;Werder Bremen;24;1995;3;3;249;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.7;0.7;0.1;0.26;0.02;0.29;0.26;0.29;Matches
386;Suat Serdar\Suat-Serdar;de GER;MF;Schalke 04;22;1997;18;17;1475;7;0;0;0;2;0;0.43;0.00;0.43;0.43;0.43;2.7;2.7;1.0;0.17;0.06;0.23;0.17;0.23;Matches
387;Khiry Shelton\Khiry-Shelton;us USA;FWMF;Paderborn 07;26;1993;2;0;32;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
388;André Silva\Andre-Silva;pt POR;FW;Eint Frankfurt;23;1995;14;7;768;4;2;0;0;0;0;0.47;0.23;0.70;0.47;0.70;4.0;4.0;2.5;0.47;0.30;0.77;0.47;0.77;Matches
389;Sarpreet Singh\Sarpreet-Singh;nz NZL;MF;Bayern Munich;20;1999;1;0;8;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
390;Daley Sinkgraven\Daley-Sinkgraven;nl NED;DF;Leverkusen;24;1995;8;7;565;0;1;0;0;1;0;0.00;0.16;0.16;0.00;0.16;0.0;0.0;0.5;0.00;0.08;0.08;0.00;0.08;Matches
391;Ellyes Skhiri\Ellyes-Skhiri;tn TUN;MF;Köln;24;1995;22;21;1859;1;3;0;0;2;0;0.05;0.15;0.19;0.05;0.19;1.8;1.8;1.4;0.09;0.07;0.15;0.09;0.15;Matches
392;Robert Skov\Robert-Skov;dk DEN;DFFW;Hoffenheim;23;1996;21;20;1783;3;4;0;0;3;0;0.15;0.20;0.35;0.15;0.35;1.8;1.8;3.4;0.09;0.17;0.26;0.09;0.26;Matches
393;Steven Skrzybski\Steven-Skrzybski;de GER;FWMF;Düsseldorf;26;1992;3;2;180;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.1;0.10;0.05;0.15;0.10;0.15;Matches
394;Dennis Smarsch\Dennis-Smarsch;de GER;GK;Hertha BSC;20;1999;1;0;60;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
395;Lasse Sobiech\Lasse-Sobiech;de GER;DF;Köln;28;1991;1;1;90;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.04;0.04;0.00;0.04;Matches
396;Marcel Sobottka\Marcel-Sobottka;de GER;MF;Düsseldorf;25;1994;10;4;369;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.01;0.01;0.02;0.01;0.02;Matches
397;Yann Sommer\Yann-Sommer;ch SUI;GK;M'gladbach;30;1988;23;23;2070;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
398;Djibril Sow\Djibril-Sow;ch SUI;MF;Eint Frankfurt;22;1997;19;15;1401;1;2;0;0;2;0;0.06;0.13;0.19;0.06;0.19;1.3;1.3;1.6;0.09;0.11;0.19;0.09;0.19;Matches
399;Dennis Srbeny\Dennis-Srbeny;de GER;FWMF;Paderborn 07;25;1994;8;6;528;4;0;0;0;1;0;0.68;0.00;0.68;0.68;0.68;1.4;1.4;0.1;0.24;0.02;0.26;0.24;0.26;Matches
400;Jerry St. Juste\Jerry-St-Juste;nl NED;DF;Mainz 05;22;1996;18;17;1502;2;1;0;0;6;0;0.12;0.06;0.18;0.12;0.18;0.5;0.5;0.1;0.03;0.00;0.03;0.03;0.03;Matches
401;Kostas Stafylidis\Kostas-Stafylidis;gr GRE;DF;Hoffenheim;25;1993;7;4;396;1;0;0;0;0;0;0.23;0.00;0.23;0.23;0.23;0.1;0.1;0.2;0.02;0.04;0.06;0.02;0.06;Matches
402;Benjamin Stambouli\Benjamin-Stambouli;fr FRA;DF;Schalke 04;28;1990;9;9;810;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
403;Niklas Stark\Niklas-Stark;de GER;DF;Hertha BSC;24;1995;16;16;1330;0;0;0;0;5;0;0.00;0.00;0.00;0.00;0.00;0.5;0.5;0.6;0.03;0.04;0.07;0.03;0.07;Matches
404;Renato Steffen\Renato-Steffen;ch SUI;FWMF;Wolfsburg;27;1991;18;10;887;4;1;0;0;4;0;0.41;0.10;0.51;0.41;0.51;3.0;3.0;1.7;0.31;0.17;0.48;0.31;0.48;Matches
405;Zack Steffen\Zack-Steffen;us USA;GK;Düsseldorf;24;1995;17;17;1530;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.3;0.00;0.01;0.01;0.00;0.01;Matches
406;Lars Stindl\Lars-Stindl;de GER;FWMF;M'gladbach;30;1988;14;6;667;5;3;1;1;4;0;0.67;0.40;1.08;0.54;0.94;3.3;2.5;1.3;0.45;0.18;0.63;0.34;0.52;Matches
407;Kevin Stöger\Kevin-Stoger;at AUT;MF;Düsseldorf;25;1993;7;5;493;0;3;0;0;2;0;0.00;0.55;0.55;0.00;0.55;0.3;0.3;1.0;0.06;0.18;0.24;0.06;0.24;Matches
408;Tobias Strobl\Tobias-Strobl;de GER;MFDF;M'gladbach;29;1990;7;3;357;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.3;0.00;0.08;0.08;0.00;0.08;Matches
409;Christian Strohdiek\Christian-Strohdiek;de GER;DF;Paderborn 07;31;1988;12;12;1080;0;2;0;0;2;0;0.00;0.17;0.17;0.00;0.17;0.3;0.3;1.0;0.03;0.08;0.11;0.03;0.11;Matches
410;Neven Subotić\Neven-Subotic;rs SRB;DF;Union Berlin;30;1988;18;18;1600;1;0;0;0;3;1;0.06;0.00;0.06;0.06;0.06;1.0;1.0;0.3;0.06;0.02;0.07;0.06;0.07;Matches
411;Marek Suchý\Marek-Suchy;cz CZE;DF;Augsburg;31;1988;2;1;135;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
412;Niklas Süle\Niklas-Sule;de GER;DF;Bayern Munich;23;1995;8;8;642;0;1;0;0;1;0;0.00;0.14;0.14;0.00;0.14;0.2;0.2;0.4;0.03;0.05;0.09;0.03;0.09;Matches
413;Markus Suttner\Markus-Suttner;at AUT;DFFW;Düsseldorf;32;1987;12;10;818;0;1;0;0;1;0;0.00;0.11;0.11;0.00;0.11;0.2;0.2;0.3;0.02;0.03;0.05;0.02;0.05;Matches
414;Ádám Szalai\Adam-Szalai;hu HUN;FW;Mainz 05;31;1987;20;12;1042;1;1;0;0;0;0;0.09;0.09;0.17;0.09;0.17;4.0;4.0;0.7;0.35;0.06;0.40;0.35;0.40;Matches
415;Jonathan Tah\Jonathan-Tah;de GER;DF;Leverkusen;23;1996;20;19;1707;0;1;0;0;4;1;0.00;0.05;0.05;0.00;0.05;0.2;0.2;0.5;0.01;0.03;0.04;0.01;0.04;Matches
416;Edmond Tapsoba\Edmond-Tapsoba;bf BFA;DF;Leverkusen;20;1999;4;4;360;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
417;Georg Teigl\Georg-Teigl;at AUT;DFMF;Augsburg;28;1991;2;1;101;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
418;Bernard Tekpetey\Bernard-Tekpetey;gh GHA;FWMF;Düsseldorf;21;1997;9;5;449;0;1;0;0;4;0;0.00;0.20;0.20;0.00;0.20;0.5;0.5;0.3;0.10;0.07;0.17;0.10;0.17;Matches
419;Lino Tempelmann\Lino-Tempelmann;de GER;MF;Freiburg;20;1999;1;1;34;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.10;0.00;0.10;0.10;0.10;Matches
420;Simon Terodde\Simon-Terodde;de GER;FWMF;Köln;31;1988;19;7;770;3;1;0;0;4;0;0.35;0.12;0.47;0.35;0.47;6.5;6.5;0.6;0.76;0.07;0.82;0.76;0.82;Matches
421;Niclas Thiede\Niclas-Thiede;de GER;GK;Freiburg;20;1999;1;0;68;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
422;Jan Thielmann\Jan-Thielmann;de GER;FWMF;Köln;17;2002;6;5;327;0;1;0;0;2;0;0.00;0.28;0.28;0.00;0.28;0.4;0.4;0.1;0.12;0.03;0.15;0.12;0.15;Matches
423;Erik Thommy\Erik-Thommy;de GER;MFFW;Düsseldorf;24;1994;24;16;1481;5;4;0;0;3;0;0.30;0.24;0.55;0.30;0.55;2.4;2.4;3.0;0.14;0.18;0.33;0.14;0.33;Matches
424;Marcus Thuram\Marcus-Thuram;fr FRA;FW;M'gladbach;21;1997;23;21;1687;6;8;0;0;2;0;0.32;0.43;0.75;0.32;0.75;7.0;7.0;6.0;0.37;0.32;0.69;0.37;0.69;Matches
425;Marcel Tisserand\Marcel-Tisserand;cd COD;DF;Wolfsburg;26;1993;14;14;1203;1;1;0;0;8;1;0.07;0.07;0.15;0.07;0.15;1.0;1.0;0.2;0.07;0.02;0.09;0.07;0.09;Matches
426;Jean-Clair Todibo\Jean-Clair-Todibo;fr FRA;DF;Schalke 04;19;1999;4;1;177;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.2;0.2;0.1;0.09;0.03;0.12;0.09;0.12;Matches
427;Corentin Tolisso\Corentin-Tolisso;fr FRA;MF;Bayern Munich;24;1994;13;7;637;1;2;0;0;0;0;0.14;0.28;0.42;0.14;0.42;1.4;1.4;1.7;0.20;0.24;0.44;0.20;0.44;Matches
428;Ömer Toprak\Omer-Toprak;tr TUR;DF;Werder Bremen;30;1989;10;9;718;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.3;0.3;0.0;0.04;0.00;0.04;0.04;0.04;Matches
429;Lucas Torró\Lucas-Torro;es ESP;MFFW;Eint Frankfurt;25;1994;3;1;137;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.0;0.05;0.01;0.06;0.05;0.06;Matches
430;Jordan Torunarigha\Jordan-Torunarigha;de GER;DF;Hertha BSC;21;1997;8;6;560;1;0;0;0;1;0;0.16;0.00;0.16;0.16;0.16;0.5;0.5;0.3;0.07;0.04;0.11;0.07;0.11;Matches
431;Almamy Touré\Almamy-Toure;ml MLI;DF;Eint Frankfurt;23;1996;13;12;1008;1;3;0;0;2;0;0.09;0.27;0.36;0.09;0.36;1.5;1.5;1.5;0.14;0.13;0.27;0.14;0.27;Matches
432;Ibrahima Traoré\Ibrahima-Traore;gn GUI;FW;M'gladbach;31;1988;2;0;13;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.0;0.39;0.00;0.39;0.39;0.39;Matches
433;Kevin Trapp\Kevin-Trapp;de GER;GK;Eint Frankfurt;29;1990;12;12;1080;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
434;Christopher Trimmel\Christopher-Trimmel;at AUT;DF;Union Berlin;32;1987;22;22;1964;0;6;0;0;5;0;0.00;0.27;0.27;0.00;0.27;0.1;0.1;3.8;0.00;0.18;0.18;0.00;0.18;Matches
435;Anthony Ujah\Anthony-Ujah;ng NGA;FWMF;Union Berlin;28;1990;16;6;601;2;0;0;0;0;0;0.30;0.00;0.30;0.30;0.30;1.5;1.5;0.3;0.23;0.05;0.27;0.23;0.27;Matches
436;Sven Ulreich\Sven-Ulreich;de GER;GK;Bayern Munich;30;1988;1;0;;0;0;0;0;1;0;;;;;;0.0;0.0;0.0;;;;;;Matches
437;Dayot Upamecano\Dayot-Upamecano;fr FRA;DF;RB Leipzig;20;1998;20;20;1762;0;0;0;0;4;0;0.00;0.00;0.00;0.00;0.00;1.8;1.8;0.8;0.09;0.04;0.13;0.09;0.13;Matches
438;Mark Uth\Mark-Uth;de GER;FWMF;Schalke 04;27;1991;8;4;352;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.9;0.9;0.3;0.24;0.08;0.32;0.24;0.32;Matches
439;Mark Uth\Mark-Uth;de GER;MF;Köln;27;1991;6;6;510;3;4;0;0;2;0;0.53;0.71;1.24;0.53;1.24;2.7;2.7;2.3;0.48;0.41;0.90;0.48;0.90;Matches
440;Ruben Vargas\Ruben-Vargas;ch SUI;MFFW;Augsburg;20;1998;23;20;1766;4;1;0;0;7;0;0.20;0.05;0.25;0.20;0.25;5.5;5.5;2.9;0.28;0.15;0.43;0.28;0.43;Matches
441;Sebastian Vasiliadis\Sebastian-Vasiliadis;gr GRE;MF;Paderborn 07;21;1997;24;24;2110;1;1;0;0;8;0;0.04;0.04;0.09;0.04;0.09;1.4;1.4;1.8;0.06;0.08;0.14;0.06;0.14;Matches
442;Miloš Veljković\Milos-Veljkovic;rs SRB;DF;Werder Bremen;23;1995;14;13;1162;0;0;0;0;4;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.0;0.01;0.00;0.01;0.01;0.01;Matches
443;Birger Verstraete\Birger-Verstraete;be BEL;MF;Köln;25;1994;9;7;664;0;1;0;0;3;0;0.00;0.14;0.14;0.00;0.14;0.3;0.3;0.8;0.04;0.10;0.15;0.04;0.15;Matches
444;Kevin Vogt\Kevin-Vogt;de GER;DF;Hoffenheim;27;1991;11;11;961;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.1;0.00;0.00;0.00;0.00;0.00;Matches
445;Kevin Vogt\Kevin-Vogt;de GER;DF;Werder Bremen;27;1991;5;5;421;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.1;0.1;0.0;0.02;0.01;0.02;0.02;0.02;Matches
446;Kevin Volland\Kevin-Volland;de GER;FW;Leverkusen;27;1992;22;21;1817;9;7;0;0;3;0;0.45;0.35;0.79;0.45;0.79;10.3;10.3;5.7;0.51;0.28;0.80;0.51;0.80;Matches
447;Luca Waldschmidt\Luca-Waldschmidt;de GER;FWMF;Freiburg;23;1996;15;9;854;5;1;3;3;1;0;0.53;0.11;0.63;0.21;0.32;3.8;1.5;0.8;0.40;0.09;0.49;0.16;0.25;Matches
448;Wout Weghorst\Wout-Weghorst;nl NED;FW;Wolfsburg;26;1992;23;21;1946;11;3;3;3;4;0;0.51;0.14;0.65;0.37;0.51;11.1;8.8;2.0;0.51;0.09;0.60;0.41;0.50;Matches
449;Julian Weigl\Julian-Weigl;de GER;MFDF;Dortmund;23;1995;13;12;1021;1;0;0;0;4;0;0.09;0.00;0.09;0.09;0.09;0.3;0.3;0.3;0.03;0.03;0.05;0.03;0.05;Matches
450;Mitchell Weiser\Mitchell-Weiser;de GER;DF;Leverkusen;25;1994;12;9;721;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.4;0.4;0.2;0.05;0.03;0.08;0.05;0.08;Matches
451;Wendell\Wendell;br BRA;DF;Leverkusen;26;1993;18;16;1410;0;2;0;0;6;1;0.00;0.13;0.13;0.00;0.13;0.2;0.2;1.1;0.01;0.07;0.09;0.01;0.09;Matches
452;Oscar Wendt\Oscar-Wendt;se SWE;DF;M'gladbach;33;1985;16;15;1337;2;2;0;0;3;0;0.13;0.13;0.27;0.13;0.27;1.2;1.2;1.7;0.08;0.11;0.20;0.08;0.20;Matches
453;Timo Werner\Timo-Werner;de GER;FW;RB Leipzig;23;1996;24;24;2021;21;7;3;3;3;0;0.94;0.31;1.25;0.80;1.11;16.3;14.1;6.1;0.73;0.27;1.00;0.63;0.90;Matches
454;Felix Wiedwald\Felix-Wiedwald;de GER;GK;Eint Frankfurt;29;1990;3;3;270;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
455;William\William;br BRA;DF;Wolfsburg;24;1995;16;16;1366;1;1;0;0;0;0;0.07;0.07;0.13;0.07;0.13;1.5;1.5;1.6;0.10;0.11;0.21;0.10;0.21;Matches
456;Axel Witsel\Axel-Witsel;be BEL;MF;Dortmund;30;1989;20;19;1718;4;4;0;0;1;0;0.21;0.21;0.42;0.21;0.42;1.8;1.8;2.3;0.10;0.12;0.22;0.10;0.22;Matches
457;Hannes Wolf\Hannes-Wolf;at AUT;FW;RB Leipzig;20;1999;3;0;22;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
458;Marius Wolf\Marius-Wolf;de GER;FWMF;Hertha BSC;24;1995;20;14;1321;1;3;0;0;2;1;0.07;0.20;0.27;0.07;0.27;0.9;0.9;1.7;0.06;0.12;0.18;0.06;0.18;Matches
459;Nick Woltemade\Nick-Woltemade;de GER;FW;Werder Bremen;17;2002;2;1;58;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.07;0.00;0.07;0.07;0.07;Matches
460;Dan-Axel Zagadou\Dan-Axel-Zagadou;fr FRA;DF;Dortmund;20;1999;12;9;863;1;1;0;0;0;0;0.10;0.10;0.21;0.10;0.21;0.2;0.2;0.4;0.02;0.04;0.06;0.02;0.06;Matches
461;Denis Zakaria\Denis-Zakaria;ch SUI;MF;M'gladbach;22;1996;22;21;1911;2;2;0;0;7;0;0.09;0.09;0.19;0.09;0.19;1.6;1.6;0.9;0.07;0.04;0.12;0.07;0.12;Matches
462;Robin Zentner\Robin-Zentner;de GER;GK;Mainz 05;24;1994;21;21;1890;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.1;0.00;0.00;0.00;0.00;0.00;Matches
463;Jean Zimmer\Jean-Zimmer;de GER;DFMF;Düsseldorf;25;1993;10;7;530;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.3;0.3;0.7;0.05;0.11;0.16;0.05;0.16;Matches
464;Matthias Zimmermann\Matthias-Zimmermann;de GER;DFMF;Düsseldorf;27;1992;24;24;2160;1;2;0;0;4;0;0.04;0.08;0.12;0.04;0.12;0.6;0.6;0.8;0.02;0.03;0.06;0.02;0.06;Matches
465;Leopold Zingerle\Leopold-Zingerle;de GER;GK;Paderborn 07;25;1994;19;19;1710;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.0;0.00;0.00;0.00;0.00;0.00;Matches
466;Joshua Zirkzee\Joshua-Zirkzee;nl NED;FWMF;Bayern Munich;18;2001;4;1;100;3;0;0;0;0;0;2.70;0.00;2.70;2.70;2.70;1.4;1.4;0.1;1.30;0.05;1.34;1.30;1.34;Matches
